,Geo Point,Geo Shape,dlibre,dgenerica_,despecific,regimen,direccion,codpos,telef,fax,mail,distrito,Tipo
429,"39.4965569990738, -0.379586","{""coordinates"": [-0.379586, 39.4965569990738], ""type"": ""Point""}",IES JOSÉ BALLESTER GOZALVO,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOSÉ BALLESTER GOZALVO,PÚBLICO,"CL. PINTOR ALEMANY, S/N",46019,961206255,961206256,46019763@edu.gva.es,Rascanya,D'EDUCACIÓ SECUNDÀRIA
430,"39.47772799907392, -0.3854010000000014","{""coordinates"": [-0.385401, 39.47772799907392], ""type"": ""Point""}",CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA),CENTRE AUTORITZAT ELEMENTAL DE DANSA,BOTÀNIC (ESPAI DE DANSA),PRIVADO,"CL. TURIA, 65",46008,963917048,963917048,botanicespaidedansa@gmail.com,Extramurs,DANSA
431,"39.4836419990739, -0.3473460000000003","{""coordinates"": [-0.347346, 39.4836419990739], ""type"": ""Point""}",CONSERVATORI PROFESSIONAL DE DANSA,CONSERVATORI PROFESSIONAL DE DANSA,,PÚBLICO,"CM. DE VERA, S/N",46022,961206810,961206811,46020388@edu.gva.es,Camins al Grau,DANSA
432,"39.479855999073905, -0.381904000000001","{""coordinates"": [-0.381904, 39.479855999073905], ""type"": ""Point""}",IES BARRI DEL CARME,INSTITUT D'EDUCACIÓ SECUNDÀRIA,BARRI DEL CARME,PÚBLICO,"CL. BENEFICENCIA, 20",46003,961206095,961206096,46020391@edu.gva.es,Ciutat Vella,D'EDUCACIÓ SECUNDÀRIA
433,"39.47662999907393, -0.37812700000000016","{""coordinates"": [-0.378127, 39.47662999907393], ""type"": ""Point""}",CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER,CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES,CASA DE LOS OBREROS DE SAN VICENTE FERRER,PRIVADO,"CL. CAVALLERS (CASA DE LOS OBREROS), 3",46001,963916677,963911642,casaobreros@gmail.com,Ciutat Vella,CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES
436,"39.46457299907402, -0.3318889999999988","{""coordinates"": [-0.331889, 39.46457299907402], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA DEL PUERTO,ESCOLA PRIVADA DE MÚSICA,DEL PUERTO,PRIVADO,"CL. ROSARIO, 31",46011,963672333,0,sociedad@ateneomusicaldelpuerto.es,Poblados Marítimos,MÚSICA
437,"39.480842999073914, -0.39624499999999924","{""coordinates"": [-0.396245, 39.480842999073914], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA AULA DE MÚSICA DIVISI,ESCOLA PRIVADA DE MÚSICA,DIVISI,PRIVADO,"CL. DOCTOR CALATAYUD BAYA, 2",46015,963479595,963479595,maselfa@divisi.es,Benicalap,MÚSICA
438,"39.469934999073985, -0.3499479999999999","{""coordinates"": [-0.349948, 39.469934999073985], ""type"": ""Point""}",CENTRE PRIVAT FP SANTA ANA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,SANTA ANA,CONCERTADO,"CL. SANTOS JUSTO Y PASTOR, 38",46021,963601962,963936018,cfpsantaana@cfpsantaana.net,Pla del Real,FORMACIÓ PROFESSIONAL ESPECÍFICA
439,"39.45740299907405, -0.37471500000000024","{""coordinates"": [-0.374715, 39.45740299907405], ""type"": ""Point""}",CENTRE ESTRANGER BRITISH SCHOOL OF VALENCIA,CENTRE DOCENT PRIVAT ESTRANGER,BRITISH SCHOOL OF VALENCIA,PRIVADO,"AV. PERIS Y VALERO, 55-59",46006,963742930,963349610,juncal.duran@cognita.com,L'Eixample,CENTRE DOCENT PRIVAT ESTRANGER
440,"39.46969899907397, -0.38669400000000004","{""coordinates"": [-0.386694, 39.46969899907397], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL CASTILLO,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL CASTILLO,PRIVADO,"CL. PALLETER, 28",46008,963821785,0,info@escuelainfantilelcastillo.com,Extramurs,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
441,"39.4817379990739, -0.39733599999999986","{""coordinates"": [-0.397336, 39.4817379990739], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL CAMPANAR,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,CAMPANAR,CONCERTADO,"CL. BARÓN DE BARCHETA, 3",46015,963404213,963404213,ceicampanar@hotmail.com,Benicalap,D'EDUCACIÓ INFANTIL
442,"39.460524999074025, -0.3913339999999996","{""coordinates"": [-0.391334, 39.460524999074025], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE SAMBORI,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,SAMBORI,PRIVADO,"CL. CUENCA, 119",46007,963236270,0,educacioninfantilsambori@hotmail.com,Extramurs,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
443,"39.48673999907386, -0.35982000000000053","{""coordinates"": [-0.35982, 39.48673999907386], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE BRESSOL-BENIMACLET,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BRESSOL-BENIMACLET,PRIVADO,"CL. CRISTO DE LA PROVIDENCIA, 6",46020,963626914,0,info@escolabressol.net,Benimaclet,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
445,"39.47561799907394, -0.3711959999999991","{""coordinates"": [-0.371196, 39.47561799907394], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA ESCOLANIA NTRA.SRA.DESAMPARADOS,ESCOLA PRIVADA DE MÚSICA,ESCOLANÍA NTRA.SRA.DESAMPARADOS,PRIVADO,"CL. GOBERNADOR VIEJO, 23",46003,963918434,0,secretaria@escolania.org,Ciutat Vella,MÚSICA
447,"39.48518099907387, -0.39315800000000095","{""coordinates"": [-0.393158, 39.48518099907387], ""type"": ""Point""}",IES CONSELLERIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,CONSELLERIA,PÚBLICO,"CL. MONESTIR DE POBLET, S/N",46015,961206100,961206101,46022257@edu.gva.es,Benicalap,D'EDUCACIÓ SECUNDÀRIA
449,"39.46248899907401, -0.39028700000000155","{""coordinates"": [-0.390287, 39.46248899907401], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL LA PALOMA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,LA PALOMA,PRIVADO,"CL. BARÓN DE PATRAIX, 4",46018,963804618,0,e.i.lapaloma@hotmail.es,Patraix,D'EDUCACIÓ INFANTIL
451,"39.473114999073964, -0.33753500000000086","{""coordinates"": [-0.337535, 39.473114999073964], ""type"": ""Point""}",IES SERPIS,INSTITUT D'EDUCACIÓ SECUNDÀRIA,SERPIS,PÚBLICO,"CL. JOSÉ MARÍA HARO, 63",46022,961206105,961206106,46022646@edu.gva.es,Camins al Grau,D'EDUCACIÓ SECUNDÀRIA
452,"39.460756999074036, -0.39549700000000027","{""coordinates"": [-0.395497, 39.460756999074036], ""type"": ""Point""}","IES PATRAIX, VICENTA FERRER ESCRIVÁ",INSTITUT D'EDUCACIÓ SECUNDÀRIA,"PATRAIX, VICENTA FERRER ESCRIVÁ",PÚBLICO,"CL. LA VALL D'UIXÓ, 2",46014,961206295,961206296,46022944@edu.gva.es,Olivereta,D'EDUCACIÓ SECUNDÀRIA
454,"39.463776999074, -0.38987000000000105","{""coordinates"": [-0.38987, 39.463776999074], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL TRENET,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL TRENET,PRIVADO,"CL. RAMÓN DE CASTRO, 11-13",46018,963800758,963803719,info@escoletaeltrenet.com,Patraix,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
455,"39.4836419990739, -0.3473460000000003","{""coordinates"": [-0.347346, 39.4836419990739], ""type"": ""Point""}",CONSERVATORI SUPERIOR DE DANSA,CONSERVATORI SUPERIOR DE DANSA,,PÚBLICO,"CM. DE VERA, S/N",46022,961206975,961206976,46023122@iseacv.gva.es,Camins al Grau,DANSA
456,"39.46777099907398, -0.3351440000000006","{""coordinates"": [-0.335144, 39.46777099907398], ""type"": ""Point""}",CEIP SERRERÍA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SERRERÍA,PÚBLICO,"CL. SERRERÍA, 71",46022,961205160,961205161,46023158@edu.gva.es,Camins al Grau,D'EDUCACIÓ INFANTIL I PRIMÀRIA
457,"39.44265799907415, -0.36737400000000003","{""coordinates"": [-0.367374, 39.44265799907415], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE DEHESA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,DEHESA,PRIVADO,"CR. DE ARTES, 6",46013,963731436,963731436,sagrariomalo3@gmail.com,Quatre Carreres,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
458,"39.46569399907401, -0.36378300000000047","{""coordinates"": [-0.363783, 39.46569399907401], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE KINDER,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,KINDER,PRIVADO,"CL. SALAMANCA, 30",46005,963347074,963347074,kinder@escuelakinder.com,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
459,"39.46314499907403, -0.3658480000000006","{""coordinates"": [-0.365848, 39.46314499907403], ""type"": ""Point""}",CENTRE PRIVAT FP ByS FORMACIÓN,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ByS FORMACIÓN,CONCERTADO,"AV. REGNE DE VALENCIA, 62",46005,963746682,963953389,bsformacion@bsformacion.com,L'Eixample,FORMACIÓ PROFESSIONAL ESPECÍFICA
460,"39.49397399907382, -0.39501399999999887","{""coordinates"": [-0.395014, 39.49397399907382], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE NANSY,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,NANSY,PRIVADO,"AV. BURJASSOT, 218",46025,963496276,963460990,e.i.nansy@colegio-argos.es,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
461,"39.451396999074106, -0.40306100000000045","{""coordinates"": [-0.403061, 39.451396999074106], ""type"": ""Point""}",CEIP SANT ISIDRE,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANT ISIDRE,PÚBLICO,"CL. JOSEP ANDREU ALABARTA, 43",46014,961205510,961205511,46024072@edu.gva.es,Olivereta,D'EDUCACIÓ INFANTIL I PRIMÀRIA
462,"39.465436999074015, -0.33837700000000165","{""coordinates"": [-0.338377, 39.465436999074015], ""type"": ""Point""}",EI LES RONDALLES,ESCOLA INFANTIL,LES RONDALLES,PÚBLICO,"CL. JOSÉ M.CERVERA LLORET, 2",46022,962566010,962566011,46024102@edu.gva.es,Camins al Grau,ESCOLA INFANTIL
463,"39.472503999073965, -0.410905","{""coordinates"": [-0.410905, 39.472503999073965], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL COLE,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL COLE,PRIVADO,"CM. VIEJO DE XIRIVELLA, 31",46014,963599218,0,elcoleolivereta@yahoo.es,Olivereta,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
464,"39.443815999074154, -0.3923960000000004","{""coordinates"": [-0.392396, 39.443815999074154], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL OSITO AZUL,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL OSITO AZUL,PRIVADO,"CL. REVERENDO JOSÉ NOGUERA, 26",46017,963781491,0,ositoazul@hotmail.com,Jesus,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
465,"39.454285999074074, -0.39147100000000096","{""coordinates"": [-0.391471, 39.454285999074074], ""type"": ""Point""}",CENTRE PRIVAT OLLER 2,CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA,OLLER 2,CONCERTADO,"CL. LLANERA DE RANES, 3",46017,963223627,0,oller2colegio@gmail.com,Jesus,D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA
466,"39.46275399907402, -0.3674239999999998","{""coordinates"": [-0.367424, 39.46275399907402], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL GUPPY,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,GUPPY,CONCERTADO,"CL. LUIS DE SANTÁNGEL, 7-9 B",46005,963208808,0,eiguppy95@gmail.com,L'Eixample,D'EDUCACIÓ INFANTIL
467,"39.46870299907398, -0.3511739999999996","{""coordinates"": [-0.351174, 39.46870299907398], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE EL CUCURUCHO,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,EL CUCURUCHO,PRIVADO,"CL. LORENZO PALMIRENO, 10",46021,623028421,0,ceielpontetmagic@gmail.com,Pla del Real,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
468,"39.461506999074025, -0.34303800000000034","{""coordinates"": [-0.343038, 39.461506999074025], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ALADDIN,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ALADDIN,PRIVADO,"CL. RODRIGO DE PERTEGÁS, 25",46023,963250023,0,pilarramosprietoaladdin@gmail.com,Camins al Grau,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
469,"39.487382999073866, -0.3684499999999994","{""coordinates"": [-0.36845, 39.487382999073866], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ARCO IRIS,PRIVADO,"CL. ALMAZORA, 72-B",46010,963612546,963612546,info@escuelainfantil-arcoiris.com,Pla del Real,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
470,"39.48977599907385, -0.40195499999999934","{""coordinates"": [-0.401955, 39.48977599907385], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA LA CLAVE,ESCOLA PRIVADA DE MÚSICA,LA CLAVE,PRIVADO,"CL. SAN CLEMENTE, 1",46015,963494436,0,admin@la-clave.es,Benicalap,MÚSICA
471,"39.46455099907401, -0.4103140000000002","{""coordinates"": [-0.410314, 39.46455099907401], ""type"": ""Point""}",CENTRE ESPECÍFIC D'EDUCACIÓ A DISTÀNCIA CEED,CENTRE PÚBLIC D'EDUCACIÓ A DISTÀNCIA,CEED,PÚBLICO,"CL. CASA DE LA MISERICORDIA, 34",46014,961206990,961206991,46025799@edu.gva.es,Olivereta,CENTRE PÚBLIC D'EDUCACIÓ A DISTÀNCIA
473,"39.470091999073986, -0.3449109999999999","{""coordinates"": [-0.344911, 39.470091999073986], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL MERAVELLES,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,MERAVELLES,PRIVADO,"CL. IMPRESOR JOSÉ DE ORGA, 10",46022,960014551,0,info@lescolainfantilmeravelles.com,Camins al Grau,D'EDUCACIÓ INFANTIL
474,"39.44656699907412, -0.391580999999999","{""coordinates"": [-0.391581, 39.44656699907412], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL L'HORTA,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL L'HORTA,PRIVADO,"CL. INGENIERO JOSÉ SIRERA, 24",46017,963280468,0,umlhorta@gmail.com,Jesus,MÚSICA
475,"39.49278199907383, -0.39543299999999965","{""coordinates"": [-0.395433, 39.49278199907383], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL EL CASTILLO 2,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,EL CASTILLO 2,PRIVADO,"CL. ALQUERÍAS DE BELLVER, 30",46015,963403074,0,info@escuelainfantilelcastillo.com,Benicalap,D'EDUCACIÓ INFANTIL
476,"39.466474999074, -0.33234400000000053","{""coordinates"": [-0.332344, 39.466474999074], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ELS MARINERETS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ELS MARINERETS,PRIVADO,"CL. VICENTE BRULL, 76",46011,963282080,0,pancisv@hotmail.com,Poblados Marítimos,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
477,"39.49584499907381, -0.3777350000000003","{""coordinates"": [-0.377735, 39.49584499907381], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE DIXIE,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,DIXIE,PRIVADO,"CL. DOCTOR RODRÍGUEZ DE LA FUENTE, 4",46019,626458968,0,ei_dixie@hotmail.com,Rascanya,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
478,"39.46242199907401, -0.3572170000000013","{""coordinates"": [-0.357217, 39.46242199907401], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ALAMEDA VALÈNCIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ALAMEDA VALÈNCIA,PRIVADO,"PS. ALAMEDA, 39",46023,663882530,0,info@escuelainfantilalameda.com,Camins al Grau,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
479,"39.453206999074084, -0.3769149999999994","{""coordinates"": [-0.376915, 39.453206999074084], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE BOLQUERETS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BOLQUERETS,PRIVADO,"CL. PEDREGUER, 15",46006,963345017,0,info@escuelainfantilbolquerets.com,L'Eixample,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
481,"39.47907799907393, -0.3267740000000013","{""coordinates"": [-0.326774, 39.47907799907393], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE INFANTES,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,INFANTES,PRIVADO,"CL. CAVITE, 53",46011,651441773,0,escuelainfantes@gmail.com,Poblados Marítimos,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
482,"39.469070999073985, -0.3419840000000001","{""coordinates"": [-0.341984, 39.469070999073985], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE LITTLE STARS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,LITTLE STARS,PRIVADO,"CL. POETA ANDRÉS CABRELLES, 6",46022,622588911,0,ceilittlestars@hotmail.com,Camins al Grau,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
483,"39.49539399907382, -0.3829770000000003","{""coordinates"": [-0.382977, 39.49539399907382], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE LÁPICES III,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,LÁPICES III,PRIVADO,"CL. RÍO NERVIÓN, 21-23",46025,963384408,0,rionervion@escuelas-infantiles.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
484,"39.48681399907388, -0.3864310000000013","{""coordinates"": [-0.386431, 39.48681399907388], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE FANTASY SCHOOL,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,FANTASY SCHOOL,PRIVADO,"AV. PORTUGAL, 64",46009,963462297,0,fantasyschool@hotmail.com,Campanar,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
485,"39.4844679990739, -0.4006789999999997","{""coordinates"": [-0.400679, 39.4844679990739], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE BABY IALE,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BABY IALE,PRIVADO,"CL. ESCULTOR GARCÍA MÁS, 21-B",46015,963464190,963464190,info@babyiale.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
486,"39.47012499907398, -0.39383700000000094","{""coordinates"": [-0.393837, 39.47012499907398], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE PEKES DE LA OLIVERETA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PEKES DE LA OLIVERETA,PRIVADO,"CL. OLIMPIA  AROZENA TORRES, 18-20",46018,961355562,0,pekesdelaolivereta@gmail.com,Patraix,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
487,"39.46417799907401, -0.3845210000000015","{""coordinates"": [-0.384521, 39.46417799907401], ""type"": ""Point""}",CENTRE PRIVAT FP I. INTER II,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,I. INTER II,PRIVADO,"CL. MARVÁ, 28-30",46007,963519365,963411452,director@institutointer.com,Extramurs,FORMACIÓ PROFESSIONAL ESPECÍFICA
488,"39.49183999907385, -0.3725200000000021","{""coordinates"": [-0.37252, 39.49183999907385], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE CHISPA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,CHISPA,PRIVADO,"CL. SAN JUAN BOSCO, 14",46019,963663457,0,eichispa@hotmail.es,Rascanya,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
489,"39.472002999073965, -0.3587699999999994","{""coordinates"": [-0.35877, 39.472002999073965], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE MY HOUSE,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MY HOUSE,PRIVADO,"CL. ALGINET, 6-B",46010,963122343,0,myhousevalencia@yahoo.es,Pla del Real,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
490,"39.475502999073946, -0.37213100000000027","{""coordinates"": [-0.372131, 39.475502999073946], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL LA CASITA DEL SOL,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,LA CASITA DEL SOL,PRIVADO,"CL. APARISI Y GUIJARRO, 7",46003,722544929,0,info@lacasitadelsol.net,Ciutat Vella,D'EDUCACIÓ INFANTIL
491,"39.48656299907386, -0.37629200000000024","{""coordinates"": [-0.376292, 39.48656299907386], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE MI OSITA KINDER,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MI OSITA KINDER,PRIVADO,"CL. POBLA DEL DUC, 1",46009,963462194,0,escuelainfantilmiositakinder1@hotmail.com,Campanar,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
492,"39.456720999074065, -0.387043","{""coordinates"": [-0.387043, 39.456720999074065], ""type"": ""Point""}",CENTRE PRIV. ED. INFANTIL VIRGEN DE CORTES,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,VIRGEN DE CORTES,CONCERTADO,"CL. URUGUAY, 41",46007,655697737,0,virgendecortes@gmail.com,Extramurs,D'EDUCACIÓ INFANTIL
493,"39.47805899907393, -0.4032109999999988","{""coordinates"": [-0.403211, 39.47805899907393], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE TAMARINDOS-CAMARENA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,TAMARINDOS-CAMARENA,PRIVADO,"CL. HERNÁNDEZ LÁZARO, 18",46015,963464450,0,tamarindos@colegios-sigloxxi.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
494,"39.46267099907403, -0.39366000000000007","{""coordinates"": [-0.39366, 39.46267099907403], ""type"": ""Point""}",ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL PATRAIX,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓN MUSICAL PATRAIX,PRIVADO,"CL. SALAVERT, 10-B",46018,963252082,0,ampatraix@ampatraix.org,Patraix,MÚSICA
495,"39.48492399907389, -0.3685700000000008","{""coordinates"": [-0.36857, 39.48492399907389], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE AL COLE,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,AL COLE,PRIVADO,"CL. MOLINELL, 12",46010,658076548,963631673,direccion@ceialcole.com,Pla del Real,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
496,"39.48427599907391, -0.37056500000000003","{""coordinates"": [-0.370565, 39.48427599907391], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE MI KITA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,MI KITA,PRIVADO,"CL. SENDA DE L'AIRE, 6",46010,645800075,0,mikitaalemana@gmail.com,Pla del Real,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
497,"39.46267099907402, -0.35300900000000074","{""coordinates"": [-0.353009, 39.46267099907402], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ILLES BALEARS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ILLES BALEARS,PRIVADO,"AV. BALEARES, 45",46023,963375429,0,baleares@centrosinfantiles.com,Camins al Grau,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
498,"39.46742899907398, -0.3321750000000006","{""coordinates"": [-0.332175, 39.46742899907398], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE ALMA MONTESSORI,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ALMA MONTESSORI,PRIVADO,"CL. VICENTE BRULL, 86",46011,963674379,0,hola@almamontessori.com,Poblados Marítimos,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
499,"39.461278999074025, -0.3823540000000019","{""coordinates"": [-0.382354, 39.461278999074025], ""type"": ""Point""}",CENTRE PRIVAT FP I. INTER III,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,INS. INTER III,PRIVADO,"CL. SAN VICENTE, 161",46007,963519365,963411452,director@institutointer.com,Extramurs,FORMACIÓ PROFESSIONAL ESPECÍFICA
500,"39.470911999073955, -0.39668800000000076","{""coordinates"": [-0.396688, 39.470911999073955], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE LÁPICES I,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,LÁPICES I,PRIVADO,"CL. VICENTE BRANCHAT, 5",46018,963705101,0,lapicesvicentebranchat@escuelas-infantiles.com,Patraix,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
501,"39.44056799907416, -0.3875259999999991","{""coordinates"": [-0.387526, 39.44056799907416], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,GLOBITOS 2,PRIVADO,"CL. ALQUERÍA DE BENIMASSOT, 6",46017,961330886,0,eiglobitos@gmail.com,Jesus,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
502,"39.49106999907385, -0.3794679999999989","{""coordinates"": [-0.379468, 39.49106999907385], ""type"": ""Point""}",CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PEKEÑOS MAGOS,PRIVADO,"AV. DOCTOR PESSET ALEIXANDRE, 58",46025,961933159,0,atenea200@hotmail.com,Benicalap,D'EDUCACIÓ INFANTIL DE PRIMER CICLE
